epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,16651.3,0.94101,0.48538,1.20745,0.95977,0.98708,0.98424,0.74866,0.97945,0.3466,1.07131,0.0065582,0.0065582,0.0065582
180,16740.3,0.94337,0.47548,1.21444,0.96053,0.98769,0.98472,0.75036,0.97686,0.34677,1.07134,0.00653887,0.00653887,0.00653887
181,16830.9,0.93233,0.46568,1.2,0.95966,0.98761,0.98468,0.75021,0.97596,0.34683,1.06745,0.00651953,0.00651953,0.00651953
182,16919.4,0.94487,0.48189,1.20565,0.96132,0.98598,0.9851,0.7499,0.97694,0.3451,1.06542,0.0065002,0.0065002,0.0065002
183,17066.6,0.93278,0.46737,1.20163,0.96128,0.98708,0.98478,0.74964,0.97482,0.34429,1.06568,0.00648086,0.00648086,0.00648086
184,17149.2,0.92583,0.47321,1.19661,0.96134,0.98652,0.98535,0.74934,0.97742,0.3431,1.06652,0.00646152,0.00646152,0.00646152
185,17238.1,0.92164,0.46907,1.19534,0.9622,0.98634,0.98535,0.74783,0.981,0.34416,1.06563,0.00644219,0.00644219,0.00644219
186,17327.4,0.93898,0.47132,1.20484,0.96304,0.98556,0.98338,0.74465,0.98094,0.34671,1.06574,0.00642285,0.00642285,0.00642285
187,17416.9,0.94141,0.47714,1.20661,0.96309,0.98524,0.98415,0.74145,0.98389,0.34634,1.06454,0.00640352,0.00640352,0.00640352
188,17507,0.94067,0.4699,1.20623,0.96306,0.98596,0.98345,0.74,0.98305,0.34549,1.06165,0.00638418,0.00638418,0.00638418
189,17596.8,0.93362,0.46752,1.20283,0.96391,0.98551,0.98381,0.73988,0.98507,0.34425,1.06289,0.00636484,0.00636484,0.00636484
190,17688.4,0.92854,0.4608,1.1911,0.96462,0.98616,0.98395,0.74168,0.98494,0.34196,1.06012,0.00634551,0.00634551,0.00634551
191,17777.5,0.9379,0.46975,1.20634,0.96526,0.98616,0.98389,0.74143,0.98474,0.3438,1.06212,0.00632617,0.00632617,0.00632617
192,17866.7,0.93722,0.47241,1.20656,0.96493,0.98432,0.98368,0.73922,0.98633,0.34388,1.06401,0.00630684,0.00630684,0.00630684
193,17955.7,0.9436,0.47757,1.21666,0.96529,0.98432,0.98385,0.74042,0.98665,0.34493,1.06595,0.0062875,0.0062875,0.0062875
194,18045.6,0.92969,0.46962,1.20304,0.96299,0.98616,0.9838,0.73932,0.98702,0.34524,1.06652,0.00626816,0.00626816,0.00626816
195,18135.1,0.93774,0.47306,1.20902,0.9673,0.98234,0.98338,0.7402,0.98796,0.34491,1.06807,0.00624883,0.00624883,0.00624883
196,18224.9,0.93601,0.46907,1.1997,0.96645,0.98328,0.98326,0.73835,0.98996,0.34508,1.0634,0.00622949,0.00622949,0.00622949
197,18315.9,0.92826,0.47498,1.19895,0.96574,0.98339,0.98355,0.73939,0.98975,0.34494,1.06207,0.00621016,0.00621016,0.00621016
198,18405.3,0.92943,0.46227,1.20093,0.96512,0.98339,0.98353,0.74074,0.98662,0.34401,1.06103,0.00619082,0.00619082,0.00619082
199,18494.5,0.9352,0.46576,1.20024,0.96371,0.98339,0.98346,0.7412,0.98426,0.34314,1.06143,0.00617148,0.00617148,0.00617148
200,18584.7,0.93765,0.46347,1.20252,0.9613,0.98524,0.98375,0.74172,0.98223,0.34153,1.06186,0.00615215,0.00615215,0.00615215
201,18674.3,0.92857,0.46163,1.19234,0.96092,0.98708,0.98352,0.7415,0.9823,0.34115,1.06125,0.00613281,0.00613281,0.00613281
202,18764.5,0.94239,0.47505,1.19955,0.96072,0.98801,0.98364,0.73962,0.98287,0.33997,1.05972,0.00611348,0.00611348,0.00611348
203,18854.4,0.93343,0.468,1.19512,0.96051,0.98801,0.98299,0.73828,0.98349,0.33978,1.05827,0.00609414,0.00609414,0.00609414
204,18944.4,0.92442,0.46588,1.19138,0.96044,0.98801,0.98279,0.7395,0.98299,0.33881,1.05696,0.0060748,0.0060748,0.0060748
205,19034.3,0.94143,0.47343,1.20165,0.9604,0.98801,0.9824,0.73937,0.98484,0.33838,1.05676,0.00605547,0.00605547,0.00605547
206,19124.2,0.92766,0.46486,1.19568,0.96138,0.98759,0.98293,0.74051,0.98452,0.33782,1.058,0.00603613,0.00603613,0.00603613
207,19214.1,0.92296,0.46517,1.18893,0.96275,0.98339,0.98332,0.74019,0.98464,0.33767,1.05661,0.0060168,0.0060168,0.0060168
208,19304.4,0.92827,0.46735,1.20149,0.96259,0.98432,0.98295,0.74076,0.98223,0.33837,1.05755,0.00599746,0.00599746,0.00599746
209,19392.3,0.92896,0.46846,1.20366,0.96127,0.98432,0.98321,0.74097,0.98178,0.33879,1.05752,0.00597812,0.00597812,0.00597812
210,19481.8,0.93627,0.45827,1.20148,0.9588,0.98745,0.9832,0.74071,0.98105,0.33806,1.05751,0.00595879,0.00595879,0.00595879
211,19572,0.94026,0.46748,1.20822,0.95964,0.98711,0.98356,0.74199,0.97977,0.33728,1.05945,0.00593945,0.00593945,0.00593945
212,19662.1,0.91994,0.46322,1.19363,0.96219,0.98605,0.98357,0.74083,0.97944,0.33719,1.05881,0.00592012,0.00592012,0.00592012
213,19750.8,0.92929,0.46146,1.20179,0.96138,0.98708,0.98393,0.74197,0.98062,0.33694,1.05868,0.00590078,0.00590078,0.00590078
214,19840.4,0.92964,0.46543,1.194,0.96133,0.98708,0.98408,0.74209,0.98088,0.33592,1.05749,0.00588145,0.00588145,0.00588145
215,19929.8,0.9263,0.47103,1.19604,0.95965,0.98736,0.98421,0.74189,0.98094,0.33559,1.0571,0.00586211,0.00586211,0.00586211
216,20019.6,0.93754,0.468,1.20484,0.96052,0.98749,0.98445,0.74183,0.98141,0.33556,1.05685,0.00584277,0.00584277,0.00584277
217,20109.9,0.93022,0.46094,1.20805,0.96301,0.98457,0.9848,0.7419,0.98247,0.33587,1.05836,0.00582344,0.00582344,0.00582344
218,20199.3,0.91977,0.46119,1.19621,0.96324,0.98432,0.98481,0.74173,0.98124,0.33569,1.05903,0.0058041,0.0058041,0.0058041
219,20289.2,0.93225,0.46605,1.19093,0.96386,0.98425,0.9847,0.74207,0.98106,0.33522,1.05765,0.00578477,0.00578477,0.00578477
220,20378.6,0.94129,0.46871,1.20456,0.96217,0.98553,0.98457,0.74276,0.97915,0.33502,1.05691,0.00576543,0.00576543,0.00576543
221,20470.6,0.92137,0.46082,1.19329,0.96053,0.9877,0.9844,0.74364,0.97955,0.3358,1.05719,0.00574609,0.00574609,0.00574609
222,20560.2,0.9206,0.45236,1.19228,0.96139,0.98708,0.98422,0.74448,0.97961,0.33559,1.05773,0.00572676,0.00572676,0.00572676
223,20650,0.92699,0.46487,1.20379,0.96222,0.98679,0.9846,0.74466,0.97962,0.33627,1.05881,0.00570742,0.00570742,0.00570742
224,20738.6,0.90998,0.45744,1.18714,0.96136,0.98697,0.98465,0.7463,0.9802,0.33676,1.0598,0.00568809,0.00568809,0.00568809
225,20829.4,0.92095,0.46175,1.19081,0.96189,0.98708,0.98483,0.74537,0.98083,0.33639,1.05964,0.00566875,0.00566875,0.00566875
226,20917.3,0.92952,0.46425,1.20167,0.96184,0.98708,0.98491,0.74459,0.98101,0.33664,1.05968,0.00564941,0.00564941,0.00564941
227,21007.6,0.92408,0.46314,1.19763,0.96181,0.98708,0.98491,0.74463,0.98164,0.33708,1.06188,0.00563008,0.00563008,0.00563008
228,21096.6,0.93652,0.46501,1.20402,0.96182,0.98708,0.98473,0.74421,0.98199,0.33723,1.06207,0.00561074,0.00561074,0.00561074
229,21189.7,0.91795,0.46014,1.18509,0.96096,0.98708,0.98455,0.74549,0.98213,0.33757,1.06157,0.00559141,0.00559141,0.00559141
230,21279.2,0.92805,0.46366,1.20216,0.96099,0.98708,0.98446,0.74463,0.98178,0.33779,1.06123,0.00557207,0.00557207,0.00557207
231,21369.1,0.92433,0.45898,1.2032,0.961,0.98708,0.98425,0.74432,0.98124,0.33798,1.06191,0.00555273,0.00555273,0.00555273
232,21457.3,0.93973,0.4685,1.19808,0.96101,0.98708,0.98429,0.74461,0.98164,0.33735,1.06075,0.0055334,0.0055334,0.0055334
233,21547.5,0.91856,0.45627,1.19417,0.96106,0.98708,0.98418,0.74523,0.98151,0.33672,1.06059,0.00551406,0.00551406,0.00551406
234,21637.8,0.91035,0.45595,1.1865,0.96139,0.98762,0.98408,0.74475,0.98186,0.3372,1.06038,0.00549473,0.00549473,0.00549473
235,21727.3,0.90238,0.45794,1.19023,0.96138,0.9875,0.98365,0.74554,0.98131,0.33734,1.06083,0.00547539,0.00547539,0.00547539
236,21817.7,0.91461,0.45544,1.1931,0.96138,0.98745,0.9836,0.74627,0.98087,0.33687,1.06088,0.00545605,0.00545605,0.00545605
237,21908,0.91167,0.4549,1.19692,0.96138,0.98755,0.98377,0.74579,0.98087,0.33705,1.06128,0.00543672,0.00543672,0.00543672
238,21996.5,0.92281,0.44897,1.20471,0.96139,0.98767,0.98404,0.74638,0.98055,0.33739,1.06164,0.00541738,0.00541738,0.00541738
239,22086.7,0.91983,0.45335,1.18723,0.96226,0.98779,0.98444,0.74596,0.98095,0.33651,1.06065,0.00539805,0.00539805,0.00539805
240,22175.2,0.92111,0.4529,1.20251,0.96225,0.9877,0.98438,0.7447,0.98113,0.33608,1.06091,0.00537871,0.00537871,0.00537871
241,22266.1,0.91592,0.45806,1.1973,0.96225,0.98762,0.98416,0.74584,0.98194,0.33603,1.06087,0.00535937,0.00535937,0.00535937
242,22356.2,0.91422,0.45311,1.18535,0.96172,0.98708,0.98409,0.74517,0.98166,0.33593,1.06069,0.00534004,0.00534004,0.00534004
243,22447,0.92432,0.46371,1.20151,0.96175,0.98708,0.98418,0.74545,0.98159,0.33619,1.06116,0.0053207,0.0053207,0.0053207
244,22536.5,0.91979,0.45204,1.19497,0.96176,0.98708,0.98436,0.74532,0.98173,0.33606,1.06083,0.00530137,0.00530137,0.00530137
245,22627.3,0.91738,0.45744,1.19213,0.96163,0.98708,0.98463,0.74599,0.98157,0.33628,1.06088,0.00528203,0.00528203,0.00528203
246,22715.7,0.91677,0.46201,1.19617,0.96157,0.98708,0.98462,0.74642,0.98131,0.33648,1.0606,0.0052627,0.0052627,0.0052627
247,22805.8,0.91245,0.45741,1.19206,0.96152,0.98708,0.98468,0.74636,0.98109,0.33618,1.06047,0.00524336,0.00524336,0.00524336
248,22895.4,0.90094,0.44384,1.17729,0.96146,0.98708,0.98472,0.74779,0.98047,0.33565,1.05912,0.00522402,0.00522402,0.00522402
249,22986.1,0.92736,0.45773,1.19116,0.96155,0.98708,0.98484,0.74762,0.98017,0.33516,1.05841,0.00520469,0.00520469,0.00520469
250,23074.8,0.92334,0.45688,1.19841,0.96161,0.98708,0.98478,0.74805,0.97993,0.33443,1.05778,0.00518535,0.00518535,0.00518535
251,23165.7,0.90558,0.45129,1.18119,0.96225,0.98767,0.98481,0.74841,0.97994,0.33437,1.05708,0.00516602,0.00516602,0.00516602
252,23256,0.89359,0.45207,1.17204,0.96225,0.98761,0.98474,0.74867,0.98011,0.33307,1.05603,0.00514668,0.00514668,0.00514668
253,23346.5,0.89997,0.44326,1.17976,0.96225,0.98761,0.98468,0.74828,0.98043,0.3331,1.05562,0.00512734,0.00512734,0.00512734
254,23436.4,0.92538,0.46031,1.20273,0.96225,0.98772,0.98474,0.74773,0.98067,0.33305,1.0556,0.00510801,0.00510801,0.00510801
255,23526.8,0.90676,0.45556,1.1793,0.96225,0.98771,0.98475,0.74833,0.98074,0.33322,1.05427,0.00508867,0.00508867,0.00508867
256,23616.8,0.90567,0.44561,1.18418,0.96225,0.98769,0.98463,0.74824,0.98096,0.33273,1.05398,0.00506934,0.00506934,0.00506934
257,23707.7,0.90822,0.45446,1.1841,0.96225,0.98769,0.9842,0.74723,0.98113,0.33223,1.05329,0.00505,0.00505,0.00505
258,23797.9,0.91311,0.45512,1.18907,0.96168,0.98708,0.98387,0.74664,0.98172,0.33214,1.0531,0.00503066,0.00503066,0.00503066
259,23888,0.91362,0.45268,1.19274,0.96225,0.98764,0.98462,0.74767,0.98188,0.3319,1.05291,0.00501133,0.00501133,0.00501133
260,23978.3,0.90035,0.44857,1.18774,0.96225,0.98757,0.98467,0.74694,0.98221,0.33192,1.05326,0.00499199,0.00499199,0.00499199
261,24069.1,0.92001,0.45681,1.19157,0.96162,0.98708,0.98459,0.7479,0.98237,0.33175,1.05328,0.00497266,0.00497266,0.00497266
262,24159.4,0.91196,0.44695,1.18737,0.96151,0.98708,0.9846,0.74712,0.98248,0.33091,1.05296,0.00495332,0.00495332,0.00495332
263,24248.4,0.90822,0.44933,1.19267,0.96166,0.98708,0.9845,0.74728,0.9827,0.33114,1.05324,0.00493398,0.00493398,0.00493398
264,24338.9,0.90088,0.44374,1.17928,0.96559,0.98364,0.98447,0.74779,0.98236,0.33077,1.05279,0.00491465,0.00491465,0.00491465
265,24429.4,0.90867,0.44794,1.18119,0.96559,0.98367,0.98448,0.74804,0.98259,0.33101,1.05199,0.00489531,0.00489531,0.00489531
266,24517.2,0.9064,0.45533,1.17846,0.96559,0.98381,0.9846,0.74663,0.98306,0.33103,1.05149,0.00487598,0.00487598,0.00487598
267,24608.1,0.91223,0.44985,1.18684,0.9656,0.98388,0.98448,0.74697,0.98232,0.33124,1.04942,0.00485664,0.00485664,0.00485664
268,24697.8,0.90378,0.44938,1.18022,0.9656,0.98401,0.9845,0.7463,0.98236,0.33131,1.04898,0.0048373,0.0048373,0.0048373
269,24788.1,0.89835,0.4493,1.1862,0.9656,0.98408,0.98445,0.7467,0.98277,0.33126,1.0489,0.00481797,0.00481797,0.00481797
270,24878.1,0.9132,0.44918,1.18656,0.96139,0.98765,0.98437,0.74586,0.98287,0.33137,1.04861,0.00479863,0.00479863,0.00479863
271,24968.9,0.90372,0.44552,1.17615,0.96546,0.98432,0.98439,0.7457,0.98312,0.33184,1.04776,0.0047793,0.0047793,0.0047793
272,25058.3,0.89522,0.45123,1.18475,0.96542,0.98432,0.98433,0.74556,0.98339,0.33168,1.0477,0.00475996,0.00475996,0.00475996
273,25148.9,0.8988,0.45034,1.18232,0.96498,0.98432,0.98433,0.74509,0.98356,0.33182,1.04771,0.00474063,0.00474063,0.00474063
274,25238.7,0.90332,0.44194,1.18494,0.96488,0.98432,0.98433,0.74573,0.98373,0.33156,1.04798,0.00472129,0.00472129,0.00472129
275,25328.6,0.89501,0.44039,1.18271,0.96487,0.98432,0.98435,0.74516,0.98373,0.33095,1.04795,0.00470195,0.00470195,0.00470195
276,25418.4,0.90945,0.45269,1.18265,0.96495,0.98432,0.98439,0.74575,0.98396,0.33086,1.04771,0.00468262,0.00468262,0.00468262
277,25507.3,0.88889,0.45116,1.18042,0.96503,0.98432,0.98434,0.74511,0.98382,0.33114,1.04738,0.00466328,0.00466328,0.00466328
278,25596.7,0.90401,0.45181,1.17945,0.96535,0.98432,0.98432,0.74486,0.98414,0.33111,1.04688,0.00464395,0.00464395,0.00464395
279,25687.3,0.89281,0.45447,1.17873,0.96539,0.98432,0.98419,0.74419,0.98389,0.33092,1.04666,0.00462461,0.00462461,0.00462461
280,25776.8,0.88386,0.43999,1.17666,0.96545,0.98432,0.98426,0.74457,0.98396,0.331,1.04662,0.00460527,0.00460527,0.00460527
