epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,4434.51,1.01927,0.43017,1.10821,0.94374,0.96558,0.98607,0.69896,1.15311,0.41595,1.26911,0.00108734,0.00108734,0.00108734
61,4508.12,1.0098,0.42789,1.10257,0.94192,0.9674,0.9866,0.71698,1.09375,0.40386,1.23019,0.00107187,0.00107187,0.00107187
62,4581.23,1.01445,0.42985,1.10837,0.94055,0.96776,0.98587,0.68303,1.20509,0.42078,1.32256,0.00105641,0.00105641,0.00105641
63,4653.81,1.01345,0.43145,1.11029,0.94277,0.96238,0.98567,0.68658,1.19343,0.421,1.28974,0.00104094,0.00104094,0.00104094
64,4727.19,1.01082,0.42774,1.10936,0.94035,0.96681,0.98569,0.68461,1.19442,0.41788,1.30005,0.00102547,0.00102547,0.00102547
65,4800.95,1.01315,0.42686,1.10132,0.94217,0.96674,0.98634,0.69176,1.16322,0.41473,1.27813,0.00101,0.00101,0.00101
66,4874.17,1.01638,0.43036,1.1162,0.93947,0.96603,0.98569,0.69663,1.15659,0.41357,1.26771,0.000994531,0.000994531,0.000994531
67,4947.08,1.0133,0.42708,1.11407,0.93996,0.96619,0.986,0.71577,1.0922,0.40129,1.22641,0.000979063,0.000979063,0.000979063
68,5020.15,1.01167,0.42505,1.10798,0.94221,0.96598,0.98636,0.69643,1.15946,0.41291,1.27946,0.000963594,0.000963594,0.000963594
69,5093.51,1.01292,0.42723,1.1051,0.94283,0.96191,0.98585,0.68782,1.18036,0.41877,1.28875,0.000948125,0.000948125,0.000948125
70,5167.06,1.00256,0.42262,1.09954,0.93708,0.97061,0.98575,0.68045,1.21279,0.42081,1.31992,0.000932656,0.000932656,0.000932656
71,5239.83,0.99632,0.42118,1.1006,0.94379,0.96225,0.98611,0.69285,1.18512,0.41836,1.30265,0.000917188,0.000917188,0.000917188
72,5313.67,1.00421,0.4237,1.09891,0.94238,0.96603,0.98645,0.67692,1.22974,0.42148,1.34076,0.000901719,0.000901719,0.000901719
73,5386.66,1.0086,0.42285,1.1037,0.94222,0.96681,0.98667,0.71152,1.11085,0.39994,1.23711,0.00088625,0.00088625,0.00088625
74,5459.68,1.00331,0.42463,1.1153,0.93927,0.96837,0.98644,0.71044,1.11354,0.40718,1.24523,0.000870781,0.000870781,0.000870781
75,5532.93,1.00213,0.42316,1.10755,0.94073,0.96766,0.98635,0.7133,1.11722,0.40479,1.24801,0.000855313,0.000855313,0.000855313
76,5606.29,0.9922,0.41914,1.09803,0.94051,0.96869,0.98611,0.681,1.21287,0.41738,1.31158,0.000839844,0.000839844,0.000839844
77,5679.13,0.99645,0.42005,1.09228,0.94053,0.96661,0.98602,0.70035,1.1406,0.4058,1.26749,0.000824375,0.000824375,0.000824375
78,5752.35,1.00302,0.42133,1.10992,0.94202,0.96737,0.98679,0.7198,1.077,0.3961,1.21727,0.000808906,0.000808906,0.000808906
79,5825.61,0.99275,0.41648,1.09337,0.9389,0.96563,0.98459,0.6671,1.25825,0.42721,1.35919,0.000793437,0.000793437,0.000793437
80,5898.66,0.99915,0.42235,1.10082,0.94276,0.96807,0.98683,0.70191,1.15213,0.40608,1.27387,0.000777969,0.000777969,0.000777969
81,5971.73,0.99611,0.4192,1.09384,0.94026,0.96776,0.98604,0.67952,1.23438,0.42087,1.35163,0.0007625,0.0007625,0.0007625
82,6044.79,0.99323,0.41816,1.09687,0.93736,0.96832,0.98563,0.68191,1.21303,0.41913,1.33769,0.000747031,0.000747031,0.000747031
83,6118.69,0.98723,0.41583,1.09819,0.94277,0.96576,0.98626,0.68805,1.20066,0.41502,1.31154,0.000731563,0.000731563,0.000731563
84,6192.25,0.98588,0.41657,1.09414,0.93771,0.96907,0.986,0.70862,1.14039,0.4083,1.26697,0.000716094,0.000716094,0.000716094
85,6265.68,0.99335,0.42006,1.09865,0.94138,0.96659,0.98626,0.68226,1.23105,0.41892,1.34051,0.000700625,0.000700625,0.000700625
86,6338.76,0.98658,0.41499,1.09162,0.9429,0.96527,0.9857,0.6804,1.22798,0.41627,1.34112,0.000685156,0.000685156,0.000685156
87,6411.7,0.98463,0.41546,1.09172,0.94081,0.9659,0.98591,0.66339,1.28463,0.42911,1.38731,0.000669688,0.000669688,0.000669688
88,6485.82,0.99137,0.41708,1.09492,0.94244,0.96619,0.98622,0.68627,1.2078,0.41413,1.32099,0.000654219,0.000654219,0.000654219
89,6559.15,0.98469,0.41323,1.09016,0.9427,0.96707,0.98623,0.68802,1.19307,0.41139,1.30647,0.00063875,0.00063875,0.00063875
90,6632.04,0.98915,0.41485,1.0961,0.94421,0.9639,0.98669,0.69701,1.15877,0.40592,1.28154,0.000623281,0.000623281,0.000623281
91,6704.21,0.97724,0.41353,1.08815,0.93869,0.96932,0.98564,0.69158,1.19052,0.41422,1.30512,0.000607812,0.000607812,0.000607812
92,6776.48,0.9856,0.41627,1.09736,0.94148,0.96552,0.98628,0.69209,1.19253,0.41283,1.31024,0.000592344,0.000592344,0.000592344
93,6849.44,0.97871,0.41073,1.07994,0.93923,0.96828,0.98568,0.68642,1.2147,0.41592,1.3274,0.000576875,0.000576875,0.000576875
94,6922.69,0.97676,0.40977,1.0827,0.94096,0.96758,0.98623,0.70073,1.16052,0.40473,1.28151,0.000561406,0.000561406,0.000561406
95,6996.11,0.97309,0.41068,1.09004,0.94317,0.96481,0.98642,0.69125,1.20209,0.41375,1.32103,0.000545937,0.000545937,0.000545937
96,7069.7,0.97621,0.40929,1.08703,0.94009,0.96771,0.9864,0.6884,1.2013,0.41023,1.32141,0.000530469,0.000530469,0.000530469
97,7143.65,0.97095,0.40857,1.08326,0.94219,0.96517,0.98636,0.69479,1.172,0.40986,1.29523,0.000515,0.000515,0.000515
98,7217.22,0.96636,0.40655,1.0856,0.94508,0.96217,0.98658,0.69334,1.18687,0.41011,1.30085,0.000499531,0.000499531,0.000499531
99,7290.84,0.97599,0.40872,1.0903,0.94083,0.96461,0.98573,0.67959,1.21122,0.41617,1.32624,0.000484063,0.000484063,0.000484063
100,7365.01,0.97987,0.40847,1.08847,0.93793,0.96766,0.98615,0.6929,1.18858,0.41222,1.30618,0.000468594,0.000468594,0.000468594
101,7439.23,0.96652,0.40578,1.08215,0.93777,0.96969,0.98625,0.69927,1.16848,0.40588,1.29266,0.000453125,0.000453125,0.000453125
102,7513.13,0.96764,0.40559,1.07479,0.93832,0.97076,0.98631,0.69125,1.18756,0.40992,1.29956,0.000437656,0.000437656,0.000437656
103,7587.05,0.96304,0.40603,1.08126,0.9401,0.9664,0.98599,0.68258,1.22563,0.41776,1.33875,0.000422187,0.000422187,0.000422187
104,7661.31,0.96312,0.40483,1.0817,0.94609,0.9637,0.98661,0.71407,1.11821,0.39699,1.25471,0.000406719,0.000406719,0.000406719
105,7735.13,0.96316,0.40454,1.08519,0.94188,0.96573,0.98632,0.69769,1.17394,0.40716,1.29107,0.00039125,0.00039125,0.00039125
106,7809.11,0.96713,0.4053,1.08114,0.94363,0.96353,0.98611,0.68765,1.20878,0.4114,1.32465,0.000375781,0.000375781,0.000375781
107,7883.19,0.9661,0.40502,1.07524,0.94139,0.96817,0.98653,0.69452,1.17296,0.40609,1.29602,0.000360313,0.000360313,0.000360313
108,7958.62,0.95851,0.4024,1.07801,0.94264,0.96275,0.98592,0.68742,1.20842,0.41274,1.32552,0.000344844,0.000344844,0.000344844
109,8034.79,0.96418,0.40358,1.07709,0.94245,0.964,0.98586,0.68021,1.23197,0.41729,1.34233,0.000329375,0.000329375,0.000329375
110,8110.52,0.95231,0.40073,1.07029,0.94051,0.96625,0.98593,0.67131,1.25847,0.42201,1.37577,0.000313906,0.000313906,0.000313906
111,8185.24,0.9518,0.4005,1.0687,0.94554,0.96085,0.98644,0.69404,1.19112,0.40814,1.31791,0.000298438,0.000298438,0.000298438
112,8259.85,0.95332,0.40098,1.0675,0.94163,0.96425,0.98592,0.67409,1.25315,0.42083,1.36938,0.000282969,0.000282969,0.000282969
113,8333.58,0.95318,0.40068,1.0693,0.94632,0.96093,0.98621,0.68018,1.22632,0.41466,1.3442,0.0002675,0.0002675,0.0002675
114,8407.11,0.94914,0.39708,1.07361,0.94135,0.96517,0.98596,0.68688,1.21216,0.41286,1.33133,0.000252031,0.000252031,0.000252031
115,8482.13,0.95082,0.39937,1.07182,0.94079,0.96631,0.98611,0.68834,1.20289,0.41184,1.32663,0.000236562,0.000236562,0.000236562
116,8556.2,0.95217,0.39905,1.0736,0.94421,0.96496,0.98635,0.69178,1.19301,0.40807,1.31293,0.000221094,0.000221094,0.000221094
117,8630.54,0.94612,0.39722,1.06751,0.94391,0.96188,0.9859,0.66989,1.26006,0.42235,1.37162,0.000205625,0.000205625,0.000205625
118,8704.87,0.95137,0.40017,1.06313,0.94096,0.967,0.98638,0.70088,1.16585,0.40366,1.28943,0.000190156,0.000190156,0.000190156
119,8808.39,0.95702,0.38771,1.11675,0.93944,0.96549,0.98588,0.68976,1.1988,0.41327,1.31284,0.000174688,0.000174688,0.000174688
120,8880.4,0.94793,0.38565,1.10553,0.93754,0.96781,0.98608,0.68024,1.22547,0.41732,1.33658,0.000159219,0.000159219,0.000159219
121,8951.16,0.9538,0.38529,1.11517,0.94086,0.96542,0.98623,0.67916,1.24202,0.41851,1.35162,0.00014375,0.00014375,0.00014375
122,9022.55,0.94711,0.38395,1.10879,0.94146,0.96461,0.98618,0.68086,1.2351,0.41845,1.34616,0.000128281,0.000128281,0.000128281
123,9092.85,0.93881,0.38125,1.10979,0.94025,0.96663,0.98633,0.6859,1.2183,0.41439,1.32961,0.000112812,0.000112812,0.000112812
124,9164.22,0.94315,0.38256,1.10318,0.94229,0.96559,0.98637,0.68405,1.22399,0.41358,1.337,9.73438e-05,9.73438e-05,9.73438e-05
125,9235.44,0.94015,0.38218,1.10659,0.94281,0.96425,0.9863,0.68041,1.23653,0.41687,1.34684,8.1875e-05,8.1875e-05,8.1875e-05
126,9306.86,0.93956,0.38069,1.11174,0.9441,0.96293,0.98646,0.69048,1.2057,0.41125,1.32382,6.64063e-05,6.64063e-05,6.64063e-05
127,9378.32,0.93871,0.38015,1.10637,0.94367,0.96339,0.98628,0.68145,1.23364,0.41578,1.35059,5.09375e-05,5.09375e-05,5.09375e-05
128,9449.44,0.93591,0.37889,1.09805,0.94209,0.96441,0.98619,0.68058,1.23733,0.4172,1.35424,3.54687e-05,3.54687e-05,3.54687e-05
